peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
RAB11	-0.16038	0.65174	0.24862	-0.31449	-0.11442	-0.36102	0.1089	-0.14653	0.17367	0.022069	-0.24471	-0.27291	0.41019	-0.24924	-0.29683	-0.27966	-0.25407	-0.20648	-0.20812	0.063712	-0.18492	-0.20925	-0.30243	-0.3516	-0.1253	0.22124	-0.17255	0.12474	-0.25952	-0.17408	-0.19721	0.053461	-0.094045	0.095082	-0.12933	-0.12344	-0.26743	-0.2108	-0.23518	0.063923	-0.24387	-0.072287	-0.37784	-0.16942	-0.25963	-0.22394	0.030494	-0.24275	0.30229	-0.20823	0.091235	0.114	-0.28044	-0.32594	-0.36722	-0.29077	0.042213	-0.262	-0.14047	0.15774	-0.30022	-0.041852	-0.072108	0.13493	-0.21649	-0.027788	0.23654	-0.017171	0.25574	-0.15927	-0.14543	-0.01366	-0.2145	-0.25117	-0.21914	-0.16972	-0.38649	-0.17019	0.014796	0.0019209	0.093187	-0.061117	0.21962	-0.33324	-0.39461	-0.26537	-0.14934	-0.21888	-0.18555	0.36313	0.0081919	-0.029783	-0.13539	-0.32879	0.30398	-0.23504	0.17676	-0.25293	-0.10174	-0.21949	-0.016053	-0.14734	-0.26981	0.66531	-0.18225	-0.15082	-0.29648	0.008203	-0.30976	-0.14862	-0.32945	-0.064692	-0.40298	-0.11195	-0.27616	-0.030703	-0.28423	-0.073546	0.12284	0.010487	-0.28168	-0.39574	-0.23416	-0.30671	-0.10553	-0.01057	-0.17062	-0.16259	-0.19505	0.35787	-0.28026	-0.13437	-0.00050372	-0.38861	0.16993	-0.26262	-0.33571	-0.13321	-0.066483	0.10017	-0.18334	-0.09432	-0.045485	-0.36075	-0.25231	-0.20107	-0.22355	-0.091341	-0.28931	-0.27819	-0.31876	-0.14948	-0.2848	-0.3561	-0.30955	-0.070828	-0.34707	0.080142	-0.13835	0.21455	-0.21204	0.17248	-0.17041	-0.31145	-0.23863	-0.10348	-0.16421	-0.0079133	-0.029611	-0.33571	-0.1137	-0.29563	-0.14259	-0.15425	-0.33139	-0.052565	-0.23298	0.049579	-0.12201	-0.18966	-0.10705	-0.3267	-0.2756	-0.11967
RAB25	-0.25788	-0.66334	-0.47503	0.64231	-0.061155	0.34979	0.39784	-0.13731	-1.4423	-0.36097	-0.23436	0.81054	-0.16652	0.64007	0.2311	-0.21112	-0.30548	2.1584	-0.15539	-0.26576	-0.18834	0.18562	0.24834	-0.1902	0.49226	-0.45043	-0.58446	-0.91529	2.1019	0.93694	1.2347	0.11083	-0.29216	0.7113	0.99461	-0.87108	-0.10545	-0.002714	-0.77092	0.66536	-0.88906	-0.63903	0.22775	0.023044	-0.24641	0.12541	-0.14651	-0.58505	-0.98158	-0.52923	1.5287	-0.46229	0.14926	-0.33823	0.56184	1.0275	-0.71257	-0.29313	-0.62461	-0.66702	0.26486	0.28273	-0.2393	0.78196	1.3867	-1.0114	0.25088	0.72748	-0.3262	-0.18521	-0.55255	0.55376	-0.66817	0.33724	0.11482	-1.0891	-0.24167	0.088255	0.016231	-0.1101	-0.67274	-0.87151	-0.083516	0.096797	-0.12192	0.42923	0.099764	-0.33603	-0.6167	0.52076	-0.60977	-0.79298	0.88016	1.7493	-0.46934	-0.82188	0.54639	-0.82262	-0.5672	-0.45175	-1.2823	1.1159	0.84307	0.40997	1.0322	-0.26992	-0.34623	0.070585	0.10023	-0.58644	0.57221	0.29068	0.36415	-0.39268	-0.46967	-0.90897	-0.78114	-0.54796	-0.70369	-1.3142	0.70885	-0.40986	0.77076	-0.38537	-0.67899	0.86832	2.0417	-0.60753	0.020098	-0.4765	-0.050843	1.7664	-1.0652	0.63444	0.39711	0.20669	-0.28261	-0.33137	-0.023446	0.50143	-1.0224	0.25593	-0.31693	1.997	0.20948	0.60208	0.49035	-0.69484	0.62204	-0.67829	0.097631	0.031455	-0.021623	-0.66719	-0.43821	0.83167	0.1274	-0.44458	-1.1207	-0.80047	0.3606	0.79771	0.034669	-0.097811	-0.057355	-0.015551	0.027032	-1.0985	-0.0023371	0.042578	0.1473	-0.1969	0.43165	0.18914	0.0099206	0.7777	0.72961	-0.198	0.83107	0.15604	-0.12271	0.88098	-0.14268	-0.56147
Rad23A	0.128624	0.4546784	0.2773946	-0.01871749	0.3141223	0.05457646	0.0115343	0.8697122	0.4983042	0.3135678	0.4969877	0.1290487	-0.0713531	-0.003433814	-0.3325774	-0.4140898	0.06228867	0.5996441	-0.2014401	-0.2935068	0.8951724	-0.1995558	-0.0600246	0.7313727	0.4751094	0.4527413	0.5754155	0.1489203	-0.06192596	0.2606119	0.3962471	-0.2041596	-0.06251767	0.8724759	0.2857157	0.5352997	0.04899909	-0.1132889	0.574318	0.3507653	0.2143713	0.03344793	0.7650528	-0.03775003	0.04623904	-0.02077621	0.1520435	-0.2266781	-0.5547557	-0.02987529	0.4390583	-0.3705008	0.1505581	-0.1843936	-0.01052006	0.8927042	0.363447	0.4384058	-0.4581172	0.2120468	0.6635631	0.6260855	0.1302889	1.119921	-0.2083262	0.5646468	0.3621054	0.6669474	-0.5561661	0.1978474	-0.007288235	0.1539419	-0.06644484	-0.07315662	0.3903098	0.5753961	0.4570979	0.4198683	0.1247121	-0.5512458	-0.03999109	-0.09473042	1.597803	-0.3663255	-0.265752	0.06761834	0.6483483	0.09520335	-0.2623561	0.1904994	-0.1429965	0.6594573	-0.1090617	0.3504894	0.536479	0.4946841	0.3405516	-0.2756091	0.7075739	0.7529425	0.19636	0.298944	-0.2411755	0.2868586	0.108245	0.4995974	0.1096596	-0.3086691	-0.08994745	0.7360725	0.8575248	0.3145843	-0.0677619	0.2098563	-0.005646585	-0.03403357	0.02039336	0.3145397	0.4243787	-0.5568024	1.148676	0.5918624	0.3476041	1.432248	-0.1090617	0.006495821	0.1889877	0.7272551	-0.3429043	0.1251661	0.2996898	0.2022577	0.6655007	0.2503533	-0.3043406	0.1030264	0.3016068	0.6825713	0.1108267	0.1514331	0.2721541	-0.1646271	0.2137841	-0.1206288	0.34946	0.5484675	0.1573991	0.1535285	0.6897409	0.3040832	0.1320239	0.304225	0.06563667	0.3409528	0.1093767	0.4001865	0.6721189	0.6727474	0.4263044	0.8390392	0.1837925	0.07833921	-0.3515653	1.439689	0.610652	0.3035281	-0.3101927	0.874122	0.2218449	0.07362582	0.02465304	0.2733132	-0.001690903	0.3806513	0.5858278	-0.1298654	0.9017868	0.6856678	0.2869431	-0.4724443	0.5901077	0.12543	-0.7952569	-0.2099678
RAD50	-0.43778	-1.3831	-0.16305	-0.36712	-0.44356	-0.55578	-0.3406	-0.54646	-0.095873	-0.43756	-0.61359	-0.33268	-0.42446	-0.61791	-0.30819	-0.36928	-0.40922	-0.48026	-0.52368	-0.34163	-0.49089	-0.46564	-0.41458	-0.51411	-0.49654	-0.19797	-0.33652	-0.32595	-0.54618	-0.50308	-0.57429	-0.074621	-0.44964	-1.0954	-0.36335	-0.47946	-0.33879	-0.32648	-0.31036	-0.51324	-0.58482	-0.57743	-0.63796	-0.31679	-0.56303	-0.42005	-0.50896	-0.34105	-0.10206	-0.67592	-1.185	-0.36079	-0.4397	-0.3499	-0.29239	-0.49636	-0.71299	-0.43532	-0.29331	-0.20596	-0.41299	-0.41326	-0.36278	-0.59482	-0.35206	-0.61955	-0.92668	-0.61074	-0.51959	-0.55172	-0.46661	-0.15411	-0.41668	-0.35548	-0.48632	-0.63227	-0.54126	-0.33158	-0.53107	-0.46671	-0.3768	-0.56792	-0.87335	-0.44753	-0.51516	-0.45676	-0.46226	-0.50878	-0.25011	0.1831	-0.67313	-0.58782	-0.40907	-0.37107	-0.6265	-0.38677	-0.46618	-0.49389	-0.37312	-0.29608	-0.23618	-0.53667	-0.43244	-0.73219	-0.60714	-0.54446	-0.4096	0.15183	-0.35253	-0.50876	-0.56262	-0.57982	-0.42482	-0.87525	-0.3255	-0.44128	-0.31984	-0.3437	-0.88158	-0.50921	-0.52967	-0.39316	-0.43074	-0.51675	-0.57927	-0.41835	-0.48828	-0.35516	-0.39959	-0.80733	-0.48452	-0.2708	-0.60033	-0.4579	-0.71005	-0.60786	-0.75522	-0.65592	-0.048567	-0.37433	-0.53742	-0.4352	-0.49957	-0.41985	-0.34026	-0.423	-0.52784	-0.49683	-0.52471	-0.54541	-0.42982	-0.32833	-0.46082	-0.30157	-0.59004	-0.36554	-0.49238	-0.64721	-0.90737	-0.23163	-0.41509	-0.49042	-0.4961	-0.53588	-0.4475	-0.42205	-0.31812	-0.20182	-0.42039	-0.4822	-0.49248	-0.41511	-0.47932	-0.66303	-0.4848	-0.32337	-0.44496	-0.50383	-0.46609	-0.45523	-0.37162	-0.50076	-0.53689	-0.2971
RAD51	0.59415	1.4248	0.21813	0.66602	0.42763	0.76102	0.73198	0.44337	0.16876	0.52326	0.60111	0.52145	0.12304	0.62984	0.43549	0.58651	0.5821	0.61055	0.6003	0.28985	0.60476	0.67717	0.58516	0.58571	0.71152	0.40556	0.52058	0.51621	0.70816	0.5508	0.37505	0.077048	0.62907	0.21456	0.71805	0.27612	0.60807	0.67275	0.4702	0.34094	0.54519	0.5051	0.38845	0.70548	0.55957	0.69222	0.51071	0.67476	0.874	0.46089	0.32857	0.48702	0.61574	0.57012	0.38071	0.66276	0.22788	0.57792	0.54404	0.38161	0.59713	0.78873	0.47883	0.382	0.75084	0.34042	0.68038	0.66649	0.36514	0.55388	0.48069	0.46869	0.44992	0.71131	0.60396	0.16058	0.50384	0.64858	0.61527	0.67074	0.7123	0.5226	0.28334	0.51594	0.63556	0.6131	0.5553	0.47355	0.22789	0.17104	0.34878	0.3563	0.58496	0.50705	0.4528	0.16771	0.60088	0.37604	0.54398	0.4322	0.31649	0.54854	0.65596	0.26557	0.50646	0.63534	0.56814	0.015798	0.62635	0.47592	0.58521	0.26851	0.7019	0.065632	0.35839	0.64134	0.4506	0.34587	0.64322	0.31096	0.49487	0.48797	0.64119	0.6088	0.47595	0.39592	0.73235	0.49309	0.6077	0.34539	0.5951	0.53033	0.47923	0.59218	0.33043	0.56751	0.45534	0.55819	0.44121	0.53595	0.39128	0.71127	0.46668	0.62432	0.57949	0.54948	0.5831	0.43142	0.55481	0.59533	0.60543	0.70943	0.61355	0.38895	0.41682	0.58353	0.62717	0.31857	0.18606	0.30074	0.69246	0.69904	0.52419	0.63402	0.7155	0.72533	0.8119	0.060171	0.2507	0.63598	0.48349	0.69054	0.67814	0.40065	0.59937	0.67736	0.67147	0.46687	0.67498	0.11684	0.74361	0.67477	0.48282	0.48666
RAPTOR	-0.62839	-0.93493	-0.14678	-0.91651	-0.1763	-0.72829	-0.61922	-0.62999	-0.40964	-0.61463	-0.51888	-0.018372	-0.54618	-0.45781	-0.44654	-0.62257	-0.89652	-0.50712	-1.1621	-0.20088	-0.70464	-0.88473	-0.69298	-0.46317	-0.89568	-0.25127	-0.60767	-0.43165	-0.589	-0.72917	-0.31318	-0.22771	-0.25779	0.13889	-0.70864	-0.1327	-0.38391	-0.76656	-0.572	-0.37704	0.55176	-0.54071	-0.51454	-0.94178	-0.56713	-0.92271	-0.32981	-0.60105	-0.1265	0.25629	0.28229	-0.76304	-0.88674	-0.29417	-0.33481	-0.16104	-0.2565	-0.83378	-0.69514	-0.66391	-0.78639	-0.73886	-0.56168	-0.20076	-0.6934	-0.26016	-0.023891	-0.64781	0.74031	-0.56855	-0.29633	-0.72474	-0.5914	-0.81687	-0.7263	-0.5127	0.2817	-0.40617	-0.64151	-0.73814	-0.41736	-0.59696	0.11927	-0.84495	-0.88542	-0.68391	-0.88791	-0.77666	-0.28994	-0.53488	0.29764	-0.73442	-0.64681	-0.018191	0.0042682	-0.12764	-0.59967	0.11112	-0.21015	0.59473	0.015113	-0.32629	-0.68063	0.017246	-0.50368	-0.6615	-0.67955	-0.21781	-0.65458	-0.21834	-0.55817	-0.53356	-1.1155	-0.081761	-0.37247	-0.44111	-0.016333	-0.35436	-0.10008	0.21505	0.32345	-0.55115	-0.67914	-0.15281	-0.47198	-0.11609	-0.67585	-0.30291	-0.68348	0.51024	-0.45821	-0.48865	-0.070571	-0.46542	-0.34484	-0.66455	-0.42512	-0.23867	-0.21314	0.12609	-0.18646	-0.75227	-0.50094	-0.25361	-0.57069	-0.52901	-0.58808	-0.2879	-0.30186	-0.33082	-0.53458	-0.67098	-0.6631	-0.095723	-0.41585	-0.82789	-0.54009	0.090448	-0.35907	-0.49959	-0.71678	-0.69593	-0.47686	-0.69046	-1.0364	-0.60912	-1.0991	-0.016739	0.17069	-0.55017	-0.53154	-0.64841	-0.90417	-0.26886	-0.67565	-0.61343	-0.69876	-0.69075	-0.93437	-0.43346	-0.85906	-0.66666	-0.12671	-0.28687
RB	0.20605	0.33854	-0.12799	0.19354	-0.11588	0.32413	0.26602	0.066768	-0.032426	0.088544	0.094545	0.12024	-0.015622	0.09473	0.067719	0.14548	0.1944	0.24031	0.2677	-0.011049	0.16699	0.29763	0.19343	0.19498	0.15069	0.028786	0.0006666	-0.15056	0.14529	0.16765	-0.064497	-0.20447	0.071684	0.099789	0.28895	-0.40691	-0.0067384	0.16325	-0.054209	-0.066555	0.25037	0.35622	-0.13845	0.16399	0.034726	0.14635	0.18617	0.014049	0.0082338	-0.10791	0.18719	0.0018779	0.15673	0.00324	-0.12381	0.13237	-0.10752	0.14652	0.023017	-0.0086782	0.17129	0.081374	0.077922	0.22206	0.23822	0.048685	-0.076607	0.23806	-0.032665	0.074315	-0.055393	0.18108	0.039651	0.25658	0.109	-0.28314	0.038488	0.18503	0.25283	0.14366	-0.010297	0.16099	-0.26446	0.07943	0.19834	0.15385	0.022249	-0.11336	-0.12048	-0.27076	0.27234	-0.17208	0.096662	0.095808	-0.23468	-0.11949	0.23848	-0.071867	0.008208	-0.14708	-0.28234	0.0057106	0.15939	0.67196	0.22189	0.11086	0.099151	-0.019999	0.10969	0.25061	0.14591	0.090163	0.39111	0.018351	-0.15231	-0.050152	-0.057881	-0.078575	0.48974	-0.0131	0.12813	-0.025342	0.14144	0.05189	0.026373	0.30543	0.16228	-0.0089502	0.15851	-0.12074	0.16521	0.096674	-0.174	0.16906	-0.060917	0.077219	-0.035707	0.084557	-0.023071	-0.20565	-0.0040986	0.14714	0.002493	0.14776	0.12442	0.13509	0.16073	0.0060827	-0.048728	-0.13573	0.095195	0.10892	0.086655	-0.055397	-0.034023	0.077048	0.2522	-0.095496	-0.35977	-0.10302	0.13598	0.095489	0.13025	0.20564	0.22514	0.16911	0.31205	-0.23991	-0.008662	0.14387	0.16754	0.228	0.24544	0.14796	0.27034	0.1435	0.30939	-0.017691	0.20178	-0.19587	0.18873	0.2585	-0.070531	-0.15585
RB_pS807S811	-0.2589	-0.78529	-1.5424	0.034132	-0.23684	-0.14289	-0.11701	-0.61622	0.85754	-0.28918	-0.26918	0.36222	-1.0499	-0.2636	0.0047745	-0.15583	-0.083342	-0.30905	0.02305	-1.0937	-0.027852	-0.017264	-0.13624	-0.11159	-0.16034	-0.69234	-0.48676	-1.0802	-0.12996	-0.02794	-0.95208	-1.3883	-0.1902	-0.32711	-0.12024	-0.60616	-0.017664	0.014064	-1.052	-0.76846	-0.50639	-0.64056	-0.50705	-0.090672	-0.55195	-0.19006	-0.13891	-0.40853	-1.4368	-0.48566	-1.4445	-0.36716	-0.091596	-0.16324	0.42493	-0.086632	-1.0036	0.10903	-0.18573	0.12975	-0.070931	-0.29696	-0.19849	-1.0164	-0.044106	-0.46857	-1.3442	-0.1597	-1.5964	-0.040586	-0.29592	-0.62214	-0.51212	-0.11444	-0.13475	1.6908	0.62637	-0.2424	-0.16935	-0.23497	-0.052812	-0.42806	-1.1392	-0.20278	-0.14281	-0.087266	-0.22269	-0.44975	-0.025334	-1.6135	-0.83013	-0.74978	-0.32953	-0.4975	-2.0236	-0.58051	-0.23398	-0.52095	-0.19839	0.26745	-0.3048	-0.29502	-0.024993	-1.8202	-0.18337	-0.031492	-0.15665	-0.27176	-0.15375	-0.69007	-0.16543	-0.82974	0.1878	-1.059	-0.46918	-0.0081168	-0.47334	-0.72633	-0.98073	-0.71661	-0.30264	0.2454	-0.10214	-0.27056	-0.87317	-1.3035	-0.17177	-0.41517	-0.19454	-1.6912	-0.35011	-0.42245	-1.3377	-0.11585	-1.5439	-0.24902	-0.51063	-0.28506	1.0796	-0.95762	-0.13065	-0.20345	-0.30239	-0.04502	-0.078673	-0.15746	-0.23937	-0.61044	-0.26587	0.3387	-0.31037	-0.10076	-0.066292	-0.6738	-0.58251	-0.13059	-0.036525	-1.1063	-0.65518	-0.99575	-0.0042913	-0.12927	-0.2478	-0.058147	-0.039847	-0.11407	0.078828	-1.134	-1.3087	0.067326	-0.90275	-0.018576	-0.14293	-0.49871	0.086015	-0.10474	-0.11154	-0.11102	-0.021028	-1.0564	-0.079113	-0.12153	0.64007	-0.84517
RBM15	-0.7147	-1.9657	-0.41197	-0.86342	-0.51081	-0.61637	-0.41113	-0.74223	-0.11763	-0.693	-0.44874	-0.16758	-0.28569	-0.40579	-0.66613	-0.44273	-0.55859	-1.0867	-0.67507	-0.45836	-0.69702	-0.84628	-0.66783	-0.71826	-0.98424	-0.18588	-0.78344	-0.32822	-0.7226	-0.27243	-0.17121	-0.096515	-0.54789	-1.6487	-0.97319	-0.22652	-0.22872	-0.48696	-0.57071	-0.23278	-0.39914	-1.2896	-0.3937	-0.88862	-0.67406	-0.9052	-0.5767	-0.49534	-1.0806	-0.23799	-1.3193	-0.10442	-0.79506	-0.3594	-0.24251	-0.50036	-0.15867	-0.73294	0.13909	0.055757	-0.82357	-0.72004	-0.49791	-1.0629	-0.76437	-0.025161	-1.1267	-0.73052	0.21174	-0.87147	-0.3765	-0.69178	-0.50369	-0.78005	-0.40964	0.14726	-0.18527	-0.60983	-0.73992	-0.64503	-0.23209	-0.42972	-1.2459	-0.72131	-0.62327	-0.40687	-0.74775	-0.34244	-0.33872	0.1672	-0.30946	-0.23036	-0.37268	-0.54148	-0.30387	-0.15367	-1.0117	0.15478	-0.10551	-0.074754	0.11089	-0.24959	-0.65452	-1.6896	-0.65839	-0.4515	-0.60271	-0.10652	-0.66977	-0.64576	-0.64675	-0.29306	-0.77225	-0.25421	-0.47615	-0.76015	-0.43627	-0.2164	-1.0096	0.31356	-0.83143	-0.54837	-0.81789	-0.77282	-0.57685	-1.0241	-0.88022	-0.4319	-0.50805	-1.2572	-0.71384	-0.62697	-0.915	-0.44436	-0.5533	-0.45628	-0.44418	-0.4065	0.34856	-0.012348	-0.31085	-0.47361	-0.36045	-0.0070107	-0.43784	-0.48357	-0.41959	-0.28357	-0.83691	-0.34133	-0.24257	-0.4279	-0.65917	-0.26613	-0.63351	-0.723	-0.86786	-0.33736	-0.18896	-0.075286	-0.54427	-0.92879	-0.49612	-0.94375	-0.55766	-0.6997	-0.94314	-0.14286	-0.0091052	-0.25299	-1.1338	-0.7689	-0.9728	-1.0018	-0.40328	-0.82531	-0.69	-0.39856	-0.72713	0.34532	-0.82726	-0.74685	-0.51962	-0.029835
RET_pY905																																																																																																																																																																																								
Rheb	0.239431	0.2427541	-0.08508151	-0.2673693	-0.572123	0.3289849	0.638095	0.3170566	-0.1571869	0.2781338	0.4178037	-0.3682014	-0.1053782	0.01826596	0.5709699	-0.1247039	0.2455273	0.4880788	-0.1170226	-0.6010209	-0.02955487	0.1351851	-0.01490155	-0.3866081	0.6813369	-0.09570787	-0.03526095	-0.6695927	0.07378036	0.8315369	0.2440916	-0.2299292	0.142916	0.6492597	0.5236047	-0.3418179	-0.4346494	0.4437673	-0.2132266	-0.2175476	-0.9314955	0.08318015	-0.813177	-0.2958872	-0.4941521	-0.02619191	0.8644783	-1.252288	0.01532067	0.2471715	0.1264235	0.0947149	-0.2599073	-0.2960591	-0.04670257	0.1939394	-0.1922322	-0.1917056	-0.3643234	-0.5686321	0.4956501	-0.1595428	-0.2822053	0.06165943	-0.1352701	-0.4322444	-0.08418496	0.5350284	-0.6966506	0.8578936	-0.5834984	-0.3564702	-0.1880239	0.6280063	0.8456111	-0.4725647	-0.5783445	0.1995001	0.3073493	0.00381035	-1.019282	-0.7046021	0.3227617	-0.3381839	0.5868749	-0.568282	0.3625572	-0.505648	-0.2654306	-0.4386377	-0.6323362	-0.1784406	-0.3578691	0.311951	-0.2641787	-0.2129619	-0.03232789	-0.4868505	-0.7093388	0.14645	-0.5154795	-0.02577536	0.03248798	0.6889706	-0.6143971	-0.04913862	-0.5591396	0.05660077	0.1856457	-0.8482776	-0.06628186	-0.612127	0.02648831	0.04062374	-0.1250114	-0.3428246	-0.1097345	-0.1796063	-0.273394	-1.377539	0.05599949	-0.0336166	0.3355618	0.0279846	-0.07619745	-0.5748718	0.5760503	-0.3474626	0.1573592	0.1120174	-0.1267913	-0.2823874	0.02242698	-0.1665866	-0.3044406	0.6033463	-0.2286295	0.1853618	-0.3623358	-0.8144657	-0.7752224	-0.8310672	0.428111	0.09643287	0.5601225	-0.3002561	0.3741903	-0.595021	0.38451	0.1123731	0.243442	-0.1474927	0.09645835	-0.4044503	-0.437334	0.3003914	-0.07376714	0.01126025	-0.7000228	-0.1358965	0.1909842	0.4695027	-1.04088	2.340504	0.2798133	0.02302763	0.100606	-0.3109059	-0.5729821	0.4317941	0.7296235	-0.6551618	0.3095586	0.09448175	0.1047905	0.2844144	-0.06369316	0.7952374	0.3084041	-0.7206646	0.484803	0.829328	0.236963	-0.4882253
