peptide_target	TCGA-EP-A3JL-01A	TCGA-DD-A3A6-01A	TCGA-UB-A7MA-01A	TCGA-BD-A3ER-01A	TCGA-CC-5261-01A	TCGA-K7-A5RF-01A	TCGA-DD-A4NF-01A	TCGA-DD-A11D-01A	TCGA-G3-A7M9-01A	TCGA-DD-A11B-01A	TCGA-ES-A2HS-01A	TCGA-G3-A25W-01A	TCGA-XR-A8TC-01A	TCGA-DD-A39X-01A	TCGA-CC-A8HT-01A	TCGA-FV-A23B-01A	TCGA-G3-A7M7-01A	TCGA-CC-5262-01A	TCGA-G3-A7M8-01A	TCGA-FV-A4ZP-01A	TCGA-DD-A11C-01A	TCGA-DD-A1ED-01A	TCGA-BC-A10R-01A	TCGA-EP-A2KB-01A	TCGA-G3-A5SK-01A	TCGA-ED-A8O5-01A	TCGA-G3-A5SJ-01A	TCGA-DD-A1EC-01A	TCGA-K7-A5RG-01A	TCGA-UB-A7MD-01A	TCGA-CC-A3MC-01A	TCGA-ED-A7PX-01A	TCGA-MR-A8JO-01A	TCGA-BC-A10U-01A	TCGA-DD-A4NP-01A	TCGA-DD-A114-01A	TCGA-RG-A7D4-01A	TCGA-BC-A3KF-01A	TCGA-G3-A25X-01A	TCGA-BD-A2L6-01A	TCGA-DD-A1EF-01A	TCGA-DD-A4NB-01A	TCGA-PD-A5DF-01A	TCGA-MR-A520-01A	TCGA-BC-A110-01A	TCGA-T1-A6J8-01A	TCGA-DD-A1EB-01A	TCGA-FV-A4ZQ-01A	TCGA-CC-A1HT-01A	TCGA-CC-A8HU-01A	TCGA-GJ-A6C0-01A	TCGA-XR-A8TF-01A	TCGA-G3-A25Y-01A	TCGA-CC-A5UE-01A	TCGA-DD-A1EL-01A	TCGA-DD-A73D-01A	TCGA-ED-A7XO-01A	TCGA-CC-A3MB-01A	TCGA-ED-A66Y-01A	TCGA-G3-A7M6-01A	TCGA-BC-A10Q-01A	TCGA-FV-A3R2-01A	TCGA-G3-A3CG-01A	TCGA-HP-A5MZ-01A	TCGA-G3-A3CK-01A	TCGA-DD-A73G-01A	TCGA-DD-A3A3-01A	TCGA-DD-A4NI-01A	TCGA-DD-AA3A-01A	TCGA-DD-A11A-01A	TCGA-CC-A7IG-01A	TCGA-CC-A3MA-01A	TCGA-CC-5258-01A	TCGA-BC-A69I-01A	TCGA-DD-A1EE-01A	TCGA-BC-A3KG-01A	TCGA-BC-A217-01A	TCGA-DD-A4NO-01A	TCGA-DD-A3A8-01A	TCGA-DD-A73C-01A	TCGA-KR-A7K7-01A	TCGA-DD-A73F-01A	TCGA-DD-A118-01A	TCGA-DD-A1E9-01A	TCGA-ES-A2HT-01A	TCGA-FV-A496-01A	TCGA-G3-A7M5-01A	TCGA-UB-A7MF-01A	TCGA-RC-A6M6-01A	TCGA-ED-A82E-01A	TCGA-ED-A66X-01A	TCGA-UB-A7MB-01A	TCGA-ED-A4XI-01A	TCGA-ED-A7XP-01A	TCGA-DD-A4NA-01A	TCGA-DD-A1EH-01A	TCGA-FV-A2QQ-01A	TCGA-CC-A8HS-01A	TCGA-CC-A123-01A	TCGA-BW-A5NO-01A	TCGA-CC-A7IJ-01A	TCGA-UB-A7MC-01A	TCGA-EP-A3RK-01A	TCGA-DD-A4NH-01A	TCGA-NI-A8LF-01A	TCGA-DD-A39Z-01A	TCGA-EP-A2KA-01A	TCGA-WQ-A9G7-01A	TCGA-G3-A3CH-01A	TCGA-DD-A3A9-01A	TCGA-DD-A115-01A	TCGA-GJ-A9DB-01A	TCGA-BC-A10X-01A	TCGA-BC-A216-01A	TCGA-ED-A459-01A	TCGA-BC-4072-01B	TCGA-DD-A1EJ-01A	TCGA-BW-A5NP-01A	TCGA-BC-A10S-01A	TCGA-CC-A8HV-01A	TCGA-DD-A3A7-01A	TCGA-BC-A10Y-01A	TCGA-EP-A2KC-01A	TCGA-BC-A10Z-01A	TCGA-ED-A7PZ-01A	TCGA-DD-A3A1-01A	TCGA-DD-A4NG-01A	TCGA-CC-A5UC-01A	TCGA-EP-A12J-01A	TCGA-ED-A627-01A	TCGA-DD-A116-01A	TCGA-DD-A4NS-01A	TCGA-CC-5263-01A	TCGA-DD-A3A0-01A	TCGA-YA-A8S7-01A	TCGA-CC-A7IL-01A	TCGA-DD-A4NE-01A	TCGA-G3-A25U-01A	TCGA-BW-A5NQ-01A	TCGA-CC-5260-01A	TCGA-ED-A5KG-01A	TCGA-BD-A3EP-01A	TCGA-CC-A7IF-01A	TCGA-CC-A7IK-01A	TCGA-G3-A25Z-01A	TCGA-DD-A39W-01A	TCGA-DD-A4NK-01A	TCGA-DD-A4NR-01A	TCGA-DD-A73B-01A	TCGA-CC-5264-01A	TCGA-BC-A5W4-01A	TCGA-O8-A75V-01A	TCGA-DD-A119-01A	TCGA-BC-A69H-01A	TCGA-DD-A4NJ-01A	TCGA-HP-A5N0-01A	TCGA-BC-A10T-01A	TCGA-ED-A8O6-01A	TCGA-CC-A3M9-01A	TCGA-ED-A7PY-01A	TCGA-G3-A5SL-01A	TCGA-NI-A4U2-01A	TCGA-CC-A7II-01A	TCGA-DD-A3A4-01A	TCGA-EP-A26S-01A	TCGA-G3-A25S-01A	TCGA-G3-A3CI-01A	TCGA-DD-A4NN-01A	TCGA-DD-A39Y-01A	TCGA-LG-A6GG-01A	TCGA-DD-A4NQ-01A	TCGA-DD-A4ND-01A	TCGA-G3-A5SM-01A	TCGA-FV-A2QR-01A	TCGA-DD-A3A5-01A	TCGA-DD-A73E-01A	TCGA-DD-A39V-01A	TCGA-CC-A7IH-01A	TCGA-G3-A25V-01A	TCGA-BC-A8YO-01A	TCGA-FV-A3R3-01A	TCGA-DD-A3A2-01A	TCGA-CC-A5UD-01A	TCGA-BC-A10W-01A
AceCS1	1.733822	1.471758	0.2785246	1.183825	0.8465116	1.998295	-0.07032381	1.600691	-0.5239703	2.259189	2.636768	0.1493958	0.7139736	1.841812	1.209981	1.453485	0.6486167	1.805896	0.8725774	0.4238257	1.742425	-0.06575514	0.2673761	3.08496	0.4473079	1.384571	0.5412512	-0.4973701	0.1437711	-0.1575207	1.441796	-0.9675265	-0.6627823	-0.5840798	0.109761	0.2861071	0.9546553	2.1718	0.0383501	1.546774	-0.2635259	-0.6593635	1.926544	2.448288	0.6586914	1.61406	2.331452	2.162437	-0.03723069	2.26943	-0.5274845	0.7555618	0.9400163	0.2511127	-0.04094737	1.202232	1.612566	0.9055706	-0.298458	1.219232	2.328575	1.057212	0.827231	1.692754	0.1224472	0.5322222	0.5537377	1.816553	-0.2038127	3.406478	0.382199	0.1452035	0.8063607	0.7290667	1.293229	2.516673	0.7859532	2.769038	1.393155	2.810134	0.0546935	1.124814	0.7846401	0.3576433	1.603728	2.463701	1.945572	1.590674	-0.3863663	0.6935376	1.006414	2.11742	1.283976	-0.5037873	1.137185	-0.1686667	0.6334377	0.3816071	1.115474	4.104611	-0.4238435	0.8367663	-0.112438	-0.3821449	1.891436	2.119488	1.88425	0.6076873	1.765425	1.00847	1.531481	1.589045	0.9622522	0.8668712	-0.2356792	0.5306036	1.407532	-0.6641144	-1.061733	-0.7711838	1.030689	1.353582	1.017511	2.939664	1.468033	1.628666	1.183261	2.924394	1.702374	0.2916075	2.779657	1.245048	0.06967205	0.7705832	0.1278043	3.309982	2.543855	1.467828	-0.9868552	0.5096375	0.6182731	0.3810298	1.535678	0.3141157	1.207947	1.381118	3.306275	1.607199	1.696353	0.2728092	0.9163476	0.878894	0.9526263	1.014268	1.110634	1.225155	2.193769	1.607863	-0.7053675	1.371292	2.202828	0.0829417	0.04598412	0.1561951	1.856776	1.60166	1.783244	2.367881	0.5154293	0.7547753	0.6791752	2.429179	1.049315	1.064532	1.606698	1.129555	2.131234	1.529528	1.054653	0.4039053	-0.6707987	2.431032	1.303944	0.6442191
ACETYLATUBULINLYS40	-0.024572	-1.0852	-1.2589	-0.45523	-0.024779	-0.31193	-0.28236	0.002385	0.45867	-0.3989	-0.74204	-0.31895	0.805	-0.46107	0.10921	-0.4751	-0.41433	-0.71907	-0.24561	0.4915	-0.51537	-0.2188	-0.19536	-0.032131	-0.37921	1.2703	-0.27075	-0.98147	-0.29244	-0.067279	0.1786	0.43142	-0.46982	1.0559	-0.20286	0.32833	0.013621	-0.12153	0.59823	0.56899	-1.1971	-0.33326	0.27102	-0.27688	0.063327	-0.50117	-0.26138	0.09384	-1.1758	-0.90114	-0.20442	-0.37451	-0.26769	0.0085389	0.63765	-0.070356	-0.23763	0.0212	0.11041	-0.39718	-0.33249	-0.34981	-0.94729	0.094828	-0.28245	-0.64938	0.78675	-0.55909	1.5979	0.152	0.14093	-0.068735	-0.74232	-0.21438	-0.17317	-0.38576	-0.42765	-0.5683	0.12843	-0.9303	-1.7584	-1.4273	-0.63572	-0.13774	-0.25925	0.023933	-0.47227	-0.33451	0.66306	1.1633	-1.2443	1.7765	-0.32375	-0.74233	-0.67077	1.0065	-0.35171	1.0526	-0.19708	-0.2184	0.59292	-0.32708	-0.50782	-1.9615	-0.023598	-0.44911	-0.80737	0.3199	0.11687	-0.25339	0.17118	0.25018	-0.13375	-0.48104	-0.37322	-1.216	0.5864	-0.32399	-1.4291	-0.19384	0.84959	-0.67009	0.52613	0.44869	0.19269	0.53448	-0.21684	0.11428	-0.24039	-0.13614	-0.64178	-0.25504	-0.86853	-0.029937	0.44996	0.39364	0.055373	-0.36705	0.75729	0.9845	-1.0664	-0.45555	-0.35948	0.18539	0.14599	-0.41046	-0.32234	-1.0696	-0.12176	-1.0706	-0.40849	-0.034371	0.30137	0.25097	0.12762	-0.2231	-0.44045	-0.21241	0.90123	-0.56831	-0.39807	0.17998	-0.030791	-0.15084	-0.30422	0.004976	-0.20037	-0.65773	0.66586	0.19916	-0.60699	-0.34025	-0.25598	0.21284	-0.37801	-0.23678	-0.33326	-0.4756	-0.10365	0.30971	-0.2659	-0.055588	-0.20422	0.11462
ACSL1	2.722639	1.085025	0.06279565	4.597507	1.309557	3.768521	1.478668	4.221537	0.1707464	0.9981809	2.817611	1.625446	2.087601	2.524837	1.807975	1.402073	3.492724	5.541691	4.516259	1.514463	5.219843	2.009718	0.8087667	2.140249	4.484112	0.8761946	1.35667	0.1101631	2.644287	3.579683	3.158836	1.356908	1.028277	3.377358	2.684607	0.932864	2.810958	3.630128	-0.4966627	5.524934	0.7658827	0.6370352	3.453461	4.153629	2.684205	2.15399	3.755511	1.691965	-0.4283432	2.347961	3.555188	1.880385	2.780121	1.840247	1.509541	2.2775	1.659141	2.106334	0.6599199	1.257894	4.519873	2.259236	2.550275	6.051287	1.060277	1.711444	4.00515	3.037438	-0.6155432	3.905851	1.42987	-0.68056	1.172379	2.361872	1.611869	4.477889	1.867469	2.40771	2.323044	3.751109	1.377409	1.95733	3.054098	2.123623	3.814833	1.701007	2.422868	2.331691	0.3003338	-0.3548661	1.645163	2.925669	4.011707	0.931435	0.3809498	-0.004701817	3.829019	2.126305	2.083613	4.046011	0.8568339	0.4564487	2.108966	1.840699	1.89451	1.475143	1.77562	0.398949	4.221532	0.8641737	3.916452	4.807654	4.214924	5.721232	1.692903	0.2630419	-0.5219884	1.301418	0.3272343	0.602646	3.231398	4.490804	4.044752	4.24349	2.189429	4.012994	3.497847	2.289338	2.58419	2.106114	3.943589	2.124024	1.266516	2.458691	1.937698	2.025348	3.97407	4.924726	1.152787	-0.3083118	0.1585531	2.046045	2.667336	1.217792	2.848391	0.9399404	2.782177	1.153769	4.376483	1.746008	1.202239	2.608288	2.41735	1.182584	1.360297	3.97629	-0.7583404	2.605539	0.2375094	1.882989	2.480261	4.375061	0.3754547	3.993216	4.033078	1.384469	3.239943	1.303034	2.197054	2.180299	3.387643	3.647986	3.036274	1.913373	2.577774	1.788491	3.347527	2.557171	4.103866	2.698138	1.68411	4.172301	2.033496	1.598625
ACVRL1	0.28892	0.69672	0.3244	0.36884	0.18056	0.40786	0.46602	0.32818	0.071613	0.22342	0.31187	0.24848	0.0054309	0.25909	0.29703	0.36448	0.22579	0.26516	0.27891	0.18906	0.37988	0.4132	0.33565	0.25049	0.48305	0.13664	0.36083	0.2456	0.37704	0.28286	0.13366	-0.049397	0.29844	0.41368	0.49493	0.090854	0.26086	0.36439	0.2492	0.38192	0.2368	0.35127	0.30176	0.44388	0.35175	0.40537	0.23981	0.35013	0.43963	0.1593	0.35551	0.35005	0.41954	0.33765	0.16486	0.38325	0.40942	0.25171	0.23207	0.24804	0.42183	0.39861	0.30843	0.31547	0.43522	0.11879	0.22408	0.38948	0.15887	0.30125	0.1395	0.17176	0.20702	0.41657	0.28206	0.094789	0.17953	0.25789	0.41237	0.3533	0.27004	0.19076	0.22419	0.29553	0.34882	0.35283	0.29833	0.27154	0.070662	-0.036256	0.025423	0.27994	0.32086	0.3311	0.27893	0.13907	0.32616	0.089185	0.19457	0.19242	0.028776	0.21326	0.28285	0.2491	0.36208	0.32692	0.23487	-0.11275	0.34443	0.22412	0.36227	0.26844	0.36544	0.31179	0.16647	0.27801	0.24047	0.2162	0.29331	0.10359	0.29702	0.33569	0.36594	0.3607	0.19021	0.33069	0.28539	0.19386	0.42708	0.27146	0.25458	0.33388	0.22375	0.32811	0.18337	0.21543	0.30739	0.24372	0.19534	-0.004889	0.094497	0.34009	0.24849	0.33829	0.31186	0.35807	0.38481	0.15493	0.26267	0.17441	0.28543	0.32096	0.31284	0.12133	0.32092	0.40338	0.34025	0.14028	0.046312	0.10144	0.41082	0.40839	0.26118	0.43464	0.40176	0.36969	0.46078	-0.081246	0.14398	0.37184	0.28917	0.34358	0.41678	0.28422	0.34383	0.36347	0.34331	0.2498	0.35077	0.0058666	0.35326	0.45108	0.15939	0.22359
ADAR1	0.27782	-0.18748	0.3356	-0.11746	0.21736	-0.20051	0.031632	0.24394	-0.10066	0.045499	-0.058849	0.4744	0.47949	0.39831	0.10101	0.24077	-0.14526	-0.15752	-0.22415	0.74267	0.10131	-0.17863	0.012547	0.078743	0.21295	0.16934	0.13506	-0.20895	-0.055564	0.10777	0.78919	0.013803	-0.060197	0.62456	0.17239	-0.065009	0.029155	-0.075073	0.47602	0.064753	-0.13657	0.20827	-0.16936	0.1323	0.22647	-0.0077613	0.075877	0.090068	-0.17861	0.097674	0.4078	0.30076	0.057483	0.026189	-0.043695	0.19224	0.11702	0.11121	0.090031	-0.18196	-0.039904	0.080176	0.27755	0.59919	-0.048605	0.097965	0.28065	0.29258	0.47926	-0.032552	-0.43178	0.04594	-0.15254	0.19095	0.046103	0.43427	0.64342	0.34039	0.24365	-0.061125	0.11431	0.20492	0.18881	-0.086678	0.28344	0.18446	-0.020782	0.33313	0.1311	-0.32675	0.2786	0.29013	0.23731	0.42113	0.080162	0.91821	0.21816	0.41341	-0.21673	0.24954	-0.28	0.25409	0.10613	0.89305	-0.12083	0.028901	0.78368	0.19882	0.39256	0.36995	0.023125	-0.098268	-0.11475	0.39723	0.14291	-0.2394	0.19162	0.49794	-0.5479	0.42515	0.60559	0.24403	0.30911	0.19677	0.21331	0.63077	-0.001394	-0.0041859	0.60205	1.4188	-0.03709	0.25184	0.1458	0.34171	0.21899	-0.12616	0.33971	0.078275	0.06623	-0.014653	0.35763	-0.21572	0.10771	0.1039	0.22176	0.2901	0.23312	0.082945	0.20462	0.13827	-0.029633	0.33935	0.10384	0.16155	0.15103	0.22282	0.067079	0.068884	-0.21336	0.52159	0.16769	0.17977	-0.023815	0.087176	0.1633	-0.087538	-0.006587	0.87766	0.15277	0.035985	0.44252	0.015984	0.16819	0.33172	0.053224	0.12052	0.19542	0.054811	-0.17308	0.31195	0.10602	-0.023202	0.15141	1.1191
AKT	-0.83778	-1.1457	-1.0983	-0.85714	-0.43115	-0.45267	-0.77982	-0.63712	-0.78222	-0.39366	-0.40001	-0.86155	-0.77212	-0.77774	-1.2715	-0.55544	-0.58751	-0.95341	-0.41338	-1.5375	-0.74865	-0.53787	-0.38262	-0.81565	-0.81592	-0.55513	-1.1439	-0.62583	-0.66868	-0.44874	-0.93827	-0.5956	-0.57244	-1.8473	-0.72565	-0.29166	-0.98395	-0.73822	-0.48687	-0.26117	-0.45845	-0.49611	-0.33146	-0.65187	-0.48187	-0.63225	-0.3688	-0.86358	-2.7495	-1.1837	-1.6427	-1.0851	-0.41236	-0.90723	-0.85434	-0.78231	-0.98753	-0.7555	-0.092006	-0.54863	-0.26475	-0.86799	-0.46914	-0.62216	-0.73317	-0.26575	-1.6284	-0.59354	0.054354	-0.86298	-0.61171	-0.31693	-0.90304	-0.71274	-0.73625	-0.93208	-0.83233	-0.66799	-0.72525	-0.60648	-0.71759	-0.51677	0.32219	-0.5034	-0.74041	-0.039517	-0.73587	-0.75687	-1.0975	0.14639	-0.20327	-1.0142	-0.43476	-0.7605	-0.32179	-0.4479	-0.78637	-0.42322	-0.55934	-0.65473	-0.074994	-0.82224	-0.86307	-2.5464	-0.64478	-0.51567	-0.60864	-0.96402	-0.72375	-0.43313	-0.50028	-0.64327	-0.37094	-0.4451	-0.77127	-0.59257	-0.84406	-0.98024	-0.6519	-0.68598	-1.1771	-0.6664	-0.80731	-0.88086	-0.99165	-1.7637	-0.94215	-0.56037	-0.84247	-2.2372	-0.58622	-0.6956	-0.93398	-0.57183	-0.85827	-0.91881	-0.48277	-0.6882	-0.85254	0.21207	-0.4929	-0.60874	-0.77853	-0.76983	-0.66991	-0.82705	-0.45253	-0.41388	-0.70629	-0.86565	-0.84391	-0.68578	-0.54057	-0.7353	-0.63355	-0.35413	-0.70654	-0.97353	-0.030213	-0.60673	-0.79197	-0.78156	-0.53232	-0.72284	-0.63511	-0.83061	-0.66765	-0.36906	-1.1313	-0.66097	-1.8733	-0.59764	-0.65331	-0.91354	-0.54397	-0.81408	-0.56154	-0.77346	-0.4947	-0.56335	-0.65155	-0.59305	-0.90534	-0.94399
AKT_pS473	0.28708	-1.1878	-1.5298	0.57057	-0.11713	0.63462	0.36776	0.043775	-1.3305	0.14238	0.12237	-0.090275	-1.0764	0.29588	-0.77201	0.11738	0.38002	0.17329	0.63125	-1.0058	0.34667	0.67112	0.35159	0.1191	0.3556	-0.23864	-0.3135	-0.59422	0.58537	0.43072	-0.66918	-1.0433	0.21195	-0.85179	0.60232	-1.0017	0.15581	0.60526	-0.82362	0.49337	-0.41996	0.015591	-0.052894	0.5162	-0.091931	0.77962	0.31181	-0.13799	-2.0277	-0.25234	-1.2412	-0.22275	0.5495	0.025308	-0.11	0.43165	0.052817	0.38006	0.35792	0.12325	0.48882	0.32495	0.046247	-0.37677	0.65062	-0.065008	-0.98742	0.51411	-1.3827	0.25229	0.12928	0.25434	-0.26409	0.49476	0.3353	1.3028	-0.011753	0.39972	0.35972	0.15506	-0.66708	-0.082501	-0.73217	0.5494	0.3355	0.63285	0.38567	0.029771	-0.99611	-1.1947	-0.44637	-0.29341	0.24063	-0.13396	-1.7156	-0.57861	0.32707	-0.26455	0.038963	-0.18924	-1.6639	-0.039304	0.39413	-1.8001	0.45852	0.41468	0.073202	-1.721	0.4069	-0.17533	0.31536	-0.44685	0.71454	0.56685	0.043588	-0.52016	-0.63866	-0.49412	-0.043325	-0.81677	0.0093885	0.53528	0.35452	0.16063	-0.40052	-0.93532	0.4053	-0.19859	0.033556	-1.8613	0.11046	0.19283	1.0314	0.77566	-0.61145	0.25215	0.25762	0.15576	-0.34603	-0.80985	-0.34876	0.51642	0.19205	0.28327	0.29324	0.14191	0.25587	-0.47813	0.10982	1.3913	0.15398	0.31207	0.3296	-0.56939	0.055383	0.51225	0.62424	-0.7621	-1.8372	-0.42792	0.39263	0.41007	0.41121	0.47191	0.48233	0.41966	0.8529	-0.51284	-1.4043	0.45326	-0.9722	0.60636	0.46345	-0.18868	0.40616	0.25998	0.43466	0.25074	0.49062	1.0146	0.55434	0.49438	1.4293	-0.46242
AKT_pT308	-0.25578	-0.034931	-0.30316	-0.20092	-0.45393	-0.2068	-0.34914	-0.33232	-1.1454	-0.49973	-0.47326	-0.43929	-1.094	-0.35462	-0.62533	-0.39814	-0.39523	-0.42398	-0.14927	-1.2226	-0.48116	-0.12682	-0.45487	-0.33067	-0.26336	-0.32168	-0.71879	-0.79559	-0.27147	-0.16832	-0.85249	-0.13826	-0.33681	-0.72609	-0.18319	-0.59915	-0.4545	-0.14542	-0.90956	0.19599	-0.55748	-0.3736	-0.44329	-0.12849	-0.31245	0.0076213	-0.30164	-0.40533	-1.1435	-0.60053	-0.35599	-0.67848	-0.17985	-0.44717	-0.68823	-0.20703	-0.096458	-0.16575	0.34363	-0.37546	-0.26046	-0.39714	-0.26307	-0.2377	-0.29164	-0.15152	-0.42205	-0.22374	-1.2117	-0.36061	-0.40452	-0.088369	-0.47403	-0.1714	-0.33288	1.1257	-0.62272	-0.39572	-0.021846	-0.38702	-0.64724	-0.39873	-1.0717	-0.12071	-0.33925	-0.0074273	-0.46644	-0.76559	-1.0247	-1.4804	-0.35806	-0.9447	-0.34048	-0.49406	-1.1151	-0.11224	-0.12726	-0.32477	-0.42027	-0.63283	-1.2002	-0.65283	-0.35364	-0.80572	-0.28693	-0.25232	-0.40116	-1.2126	-0.33108	-0.44229	-0.043146	-0.47576	-0.13496	0.43211	-0.23939	-0.38787	-0.95986	-0.41207	-0.14907	-0.47959	-0.42353	-0.21079	-0.18014	-0.31933	-0.73081	-0.19668	-0.26397	-0.6085	-0.30022	-1.111	-0.39412	-0.20956	0.88627	0.67172	0.030295	-0.48197	-0.11902	-0.42044	-0.62152	-0.66753	-0.28957	-0.33336	-0.43568	-0.3169	-0.25226	-0.29756	-0.41559	-0.51664	-0.41769	1.1904	-0.51585	-0.43945	-0.30214	-0.79439	-0.081769	-0.15891	-0.31757	-0.56956	-1.1398	-0.90764	-0.24332	-0.14375	-0.28311	-0.27095	-0.17571	-0.41451	-0.099163	-0.7134	-0.47568	-0.31865	-0.66823	-0.095313	-0.060369	-0.12235	-0.30641	-0.23293	-0.36806	-0.39023	-0.17337	1.2374	-0.27678	0.022768	1.1835	-0.72314
Akt2	-0.3341224	-0.4371097	0.2562334	-0.3836258	0.134887	0.1403595	-0.4451651	-0.2120151	-0.4354086	-0.153075	0.3673859	-0.6383763	0.2111619	-0.2211893	-0.1834124	-0.1470242	-0.04006888	-0.02590899	-0.05505059	-0.4989857	-0.1453883	-0.3834679	-0.02301266	-0.5738553	-0.7221967	0.0985967	-0.1903748	-0.3669306	-0.4003413	-0.1591992	-0.03722963	-0.1348856	-0.1538656	-1.494026	-0.1163555	-0.4858101	-0.3828805	-0.1828777	0.1780922	0.2035436	-0.6442249	-0.5982866	0.03121608	0.3913225	-0.03127975	-0.2938957	0.5276491	-0.4888885	-0.4690827	0.2183713	-1.343724	-0.1783698	-0.4093447	-0.09714131	-0.1953502	-0.2750499	0.2999201	-0.5059038	0.3446997	0.2298113	0.214228	-0.374541	-0.09962424	-0.4024222	-0.4702976	0.3470528	-1.03841	-0.1449143	0.1997968	-0.4881878	-0.3810417	-0.207791	0.1780429	-0.06621343	-0.3310488	-0.296868	-0.4949923	-0.06625331	-0.1718893	-0.01511919	-0.2152594	-0.277553	0.3466356	-0.2076688	-0.1315278	-0.6852987	0.3302361	0.3094751	-1.119189	-0.09642451	-0.1219854	-0.3234994	0.0585797	-0.4828252	-0.3000198	-0.4770342	-0.4587422	0.4827535	-0.193696	0.5138717	-0.2090142	0.1314564	-0.03507492	-0.5079365	0.003022018	-0.3579062	-0.2915182	-0.3743061	-0.1996251	-0.390841	-0.3050624	0.1426554	-0.02417532	-0.6633665	-0.0471486	-0.1178586	-0.5090306	-0.4176968	-1.029657	-0.6315273	-0.8267102	-0.5427816	-0.8211771	-0.486669	0.062873	-0.376469	-0.6269909	-0.1223866	0.02699162	-0.5250089	-0.335144	-0.3064592	-0.820764	-0.184996	-0.3243986	-0.4546984	-0.253705	0.2753061	-0.404991	0.9101875	-0.2055754	-0.3981456	-0.2960906	-0.4468628	-0.8186258	-0.4163683	0.2627261	-0.2568318	-0.1615854	-0.5296303	-0.8152274	-0.2922393	-0.5152718	-0.2969053	-0.3110236	0.08881504	-0.6291495	-0.4450114	-0.4245896	-0.2211934	-0.3302424	-0.2089242	1.31863	-0.02494516	-0.1102034	-0.04910891	-0.1685921	0.08991724	-1.014056	-0.5715172	-0.4026419	-0.06656178	0.01265785	-0.2740252	0.1114888	-0.1809093	-0.04191179	0.1451626	-0.1038853	0.08336354	-0.8097717	-0.03935959	-0.4008837	-0.5725957
Akt2_pS474	-0.1963714	0.2552066	-0.2670845	0.07412048	0.4731549	0.2050442	0.06675044	-0.01405768	0.1482775	-0.02605388	0.1868843	-0.6222288	-0.1858927	-0.0206674	0.3883598	-0.04313011	0.2343149	0.4233693	0.7194695	-0.1642251	0.1349011	0.4957486	0.2743077	0.2097308	0.3817027	0.5560218	0.1945631	1.388523	0.201893	0.03810321	-0.07365838	0.165642	0.4643425	-0.6573753	0.09140275	0.285556	0.3309285	0.009812033	0.1001198	-0.1019755	1.033702	0.5696793	-0.2854779	0.2655358	0.8918938	0.5215478	0.1214396	2.288353	1.730634	-0.1362167	0.1403985	-0.1448095	0.4031302	-0.2153701	-0.444831	-0.3138093	0.1614418	-0.216084	0.1650102	-0.04456194	0.08871182	-0.400478	-0.07072786	-0.3046522	0.6028564	0.2674024	0.1669117	-0.1463328	0.4946368	0.1237964	0.7486103	0.2490708	0.4242135	-0.02053705	-0.3117362	0.2472535	0.4740814	-0.3526747	-0.04709086	0.9587689	1.271403	0.9576434	-0.3838005	1.201179	0.4864636	-0.1284543	0.08610374	0.06997633	-0.380815	0.01714881	0.7038491	-0.005870427	0.271637	-0.477902	0.8973501	-0.2645535	0.223478	0.4786938	0.7947929	-0.1523865	0.7908945	-0.2994996	-0.04992544	-0.09030784	0.9740945	0.120983	0.3955734	-0.2076766	-0.01140124	2.8127	-0.196297	0.1157733	0.442669	-0.06246454	0.02123965	0.4633543	0.8442561	0.1262672	1.741931	3.460625	-0.144281	0.3015195	0.3510521	0.1361571	1.135154	1.81453	-0.09573052	0.01319589	0.4274391	-0.02101056	-0.002884906	-0.116374	0.8678114	0.609884	0.7493583	-0.02031465	-0.08637599	-0.01836835	-0.0007092852	1.370747	0.0831388	0.8414498	-0.04862053	-0.3004398	-0.2395972	0.01344954	0.01158289	0.3805289	-0.4771952	0.8401245	-0.4826578	-0.09300583	0.2059565	-0.309513	0.01193442	-0.02697483	0.1954968	0.054108	0.03205014	-0.2092482	0.1879276	0.02216053	2.007263	-0.01296698	0.03578964	0.130008	0.3703718	-0.3410212	0.4611168	-0.1594743	0.7556863	0.02341497	0.5571336	-0.111214	-0.2003941	0.2919865	0.373247	-0.2519922	0.008514673	0.5801322	-0.01381064	0.1557936	0.5146917	0.1877342
